County;Less Than High School Diploma;At Least High School Diploma;At Least Bachelors's Degree;Graduate Degree;School Enrollment;Median Earnings 2010;White (Not Latino) Population;African American Population;Native American Population;Asian American Population;Other Race or Races;Latino Population;Children Under 6 Living in Poverty;Adults 65 and Older Living in Poverty;Total Population;Preschool.Enrollment.Ratio.enrolled.ages.3.and.4;Poverty.Rate.below.federal.poverty.threshold;Gini.Coefficient;Child.Poverty.living.in.families.below.the.poverty.line;Management.professional.and.related.occupations;Service.occupations;Sales.and.office.occupations;Farming.fishing.and.forestry.occupations;Construction.extraction.maintenance.and.repair.occupations;Production.transportation.and.material.moving.occupations;Median Age;lon;lat;Adult.obesity;Diabetes;Uninsured;Unemployment
Lee County, Virginia;28.5;71.5;12.0;3.8;71.3;21698.15143;94.7;3.25;0.2;0.2;0.55;1.15;44.8;18.85;25294;29.2;21.95;0.426;28.65;24.2;17.15;25.95;1.25;14.2;17.3;40.7;-83.1303336;36.7021617;0.33;0.111;0.163;0.083
Blount County, Tennessee;14.5;85.5;20.6;7.3;75.45;26001.943175;92.4;2.85;0.30000000000000004;0.8;1.45;2.25;22.55;7.1;121249;28.9;12.0;0.429;17.7;30.65;15.9;27.3;0.55;10.3;15.3;40.8;-83.9229731;35.6881849;0.319;0.108;0.161;0.068
Overton County, Tennessee;28.6;71.4;10.5;3.9;66.75;23432.16222;97.15;0.75;0.15;0.1;1.35;0.5;36.15;23.15;21449;27.9;19.3;0.425;23.25;26.9;11.85;21.25;1.2;13.85;24.95;41.3;-85.2830756;36.3448504;0.314;0.11800000000000001;0.17400000000000002;0.08700000000000001
Billings County, North Dakota;10.9;89.1;16.8;4.3;77.95;26790.626985;98.8;0.0;0.65;0.25;0.05;0.25;13.45;6.75;847;28.6;8.3;0.438;12.9;49.15;11.2;16.05;1.9500000000000002;11.35;10.4;45.8;-103.3649241;47.0092826;0.313;0.09;0.148;0.018000000000000002
White Pine County, Nevada;16.2;83.8;13.4;3.8;76.2;30648.32762;76.75;2.3;5.05;1.1;2.05;12.8;15.45;11.6;9545;78.8;14.7;0.395;22.0;25.1;26.3;18.7;1.2;18.45;10.25;41.8;-114.9009447;39.417804;0.261;0.084;0.195;0.07100000000000001
Montgomery County, Maryland;9.0;91.0;56.7;29.8;81.35;45129.76889;51.3;16.25;0.15;13.5;2.75;16.05;7.0;6.25;958974;56.3;5.65;0.453;6.55;55.8;14.35;19.8;0.1;5.9;4.05;38.2;-77.2030633;39.1373815;0.184;0.07;0.127;0.051000000000000004
Worcester County, Maryland;11.6;88.4;26.1;8.8;77.5;29984.240635;80.65;14.25;0.2;0.9500000000000001;1.2;2.75;20.15;6.9;50267;44.4;9.95;0.443;15.55;33.0;19.75;26.75;0.9500000000000001;11.45;8.1;47.5;-75.3099315;38.2221332;0.322;0.122;0.14200000000000002;0.116
Gila County, Arizona;16.6;83.4;15.0;6.3;70.5;25923.70127;66.45;0.30000000000000004;14.35;0.35000000000000003;1.25;17.4;33.35;11.3;52723;27.0;19.1;0.433;27.05;26.2;24.85;22.8;0.6000000000000001;15.4;10.1;46.9;-110.8118696;33.7896177;0.263;0.112;0.196;0.094
Cass County, North Dakota;6.0;94.0;36.4;10.3;74.9;26302.273335;90.9;2.1;1.2;2.05;1.55;2.15;13.05;9.65;143790;31.6;12.8;0.464;11.0;35.65;15.35;26.6;0.7000000000000001;9.15;12.55;31.4;-97.2523747;46.9270033;0.27;0.07;0.11;0.033
Wilkin County, Minnesota;12.0;88.0;18.4;5.4;75.1;27662.793335;95.4;0.15;0.9;0.30000000000000004;1.0;2.2;6.75;8.35;6515;48.9;8.0;0.375;4.75;31.7;13.65;24.6;4.4;10.15;15.55;43.1;-96.476657;46.3623354;0.302;0.08600000000000001;0.096;0.041
Brooks County, Texas;46.3;53.7;12.5;4.5;79.25;18303.46762;9.4;0.15;0.05;0.2;0.2;89.95;52.2;24.45;7349;41.9;34.55;0.512;43.0;25.45;31.1;23.1;4.2;9.15;7.0;36.3;-98.2152756;27.0349936;0.29;0.106;0.25;0.07100000000000001
Lamb County, Texas;28.1;71.9;13.8;3.7;74.6;21441.22127;44.25;4.3;0.4;0.1;0.75;50.25;34.5;12.85;13859;57.7;17.7;0.42;22.4;23.8;18.3;23.5;8.3;8.65;17.4;35.9;-102.3480182;34.0688615;0.298;0.098;0.299;0.077
Morrow County, Oregon;21.5;78.5;11.5;5.1;76.65;24347.107935;65.35;0.2;0.9;0.65;2.15;30.75;29.55;5.55;11283;44.9;16.05;0.403;22.9;22.3;17.25;17.05;13.65;10.5;19.25;36.1;-119.6023111;45.4254956;0.258;0.093;0.213;0.082
La Salle Parish, Louisiana;23.0;77.0;13.1;3.9;75.3;26320.21778;84.25;12.3;0.9500000000000001;0.2;0.75;1.55;19.25;14.5;14431;44.5;14.5;0.449;18.15;29.0;14.1;22.5;1.7000000000000002;18.8;13.9;37.8;-92.161809;31.6808355;0.354;0.117;0.20400000000000001;0.046
Ingham County, Michigan;9.3;90.7;35.5;15.1;81.65;22270.160315;74.25;10.95;0.35000000000000003;4.7;3.05;6.7;24.2;9.65;279849;41.0;19.95;0.462;21.85;38.15;18.8;26.45;0.4;5.4;10.8;30.9;-84.3738107;42.6035338;0.305;0.088;0.13;0.078
Oneida County, New York;14.0;86.0;21.5;8.6;77.45;27168.07905;86.0;5.55;0.15;2.15;1.75;4.3;28.65;8.15;232953;47.3;14.7;0.432;24.0;34.35;19.05;25.6;0.4;7.8;12.75;40.4;-75.4342824;43.2427273;0.275;0.092;0.11;0.08600000000000001
Washington County, Minnesota;4.3;95.7;40.0;12.7;82.55;41267.92476;86.65;3.2;0.35000000000000003;4.7;2.0;3.1;6.25;5.3;231843;48.1;4.95;0.404;5.7;43.4;12.8;26.6;0.35000000000000003;6.95;9.85;37.6;-92.890117;45.037929;0.243;0.07;0.065;0.053
Madison Parish, Louisiana;27.2;72.8;10.9;3.5;74.2;21971.57397;36.1;60.45;0.15;0.2;1.1;2.15;51.9;31.3;11941;74.9;30.4;0.491;38.45;26.45;20.5;26.9;2.95;9.95;13.25;34.6;-91.240729;32.3658243;0.402;0.127;0.21;0.10400000000000001
Porter County, Indiana;8.7;91.3;25.2;8.9;80.4;31667.490795;87.05;2.65;0.2;1.15;1.3;7.6;15.75;5.05;162208;44.8;9.25;0.40900000000000003;13.05;31.85;15.7;24.65;0.2;12.1;15.55;38.1;-87.0713082;41.509922;0.293;0.099;0.136;0.077
Beaufort County, South Carolina;9.4;90.6;37.4;14.1;66.85;26543.50762;66.8;19.6;0.15;1.05;1.5;10.9;16.6;6.1;155016;60.5;10.5;0.47100000000000003;16.0;31.8;21.85;26.6;0.4;11.9;7.35;40.2;-80.6893201;32.3581474;0.216;0.089;0.216;0.079
St. James Parish, Louisiana;17.8;82.2;12.4;3.5;79.25;29786.020315;48.3;49.8;0.1;0.05;0.55;1.15;23.45;13.7;21579;71.6;13.4;0.426;21.8;22.9;20.35;20.55;0.35000000000000003;13.8;22.15;38.6;-90.7939556;30.02482;0.362;0.134;0.155;0.094
Bolivar County, Mississippi;28.5;71.5;20.4;7.9;80.2;19694.042855;32.45;64.7;0.1;0.5;0.45;1.75;61.15;20.95;35705;82.8;36.8;0.527;54.0;30.1;19.15;21.55;2.7;7.1;19.35;33.6;-90.8844762;33.799278;0.356;0.14200000000000002;0.199;0.10400000000000001
King and Queen County, Virginia;24.2;75.8;9.9;2.6;60.0;29271.218415;65.3;30.8;1.15;0.1;0.85;1.8;34.9;15.4;6875;74.2;14.8;0.4;25.0;23.35;13.05;21.95;1.5;19.8;20.3;42.5;-76.8910903;37.7209945;0.339;0.124;0.186;0.068
Marquette County, Wisconsin;14.4;85.6;12.8;3.6;72.5;25673.927935;95.6;0.45;0.65;0.35000000000000003;0.7000000000000001;2.25;21.35;8.5;15144;28.2;11.0;0.389;15.65;23.1;19.15;21.2;1.9500000000000002;11.95;22.7;46.6;-89.4090953;43.8260529;0.295;0.093;0.115;0.08700000000000001
Lowndes County, Georgia;17.1;82.9;22.3;8.3;73.15;22158.756825;57.9;34.55;0.30000000000000004;1.3;2.0;3.95;26.25;14.15;105836;44.6;20.75;0.459;25.35;29.2;18.65;29.75;0.6000000000000001;9.45;12.4;30.1;-83.2689668;30.8336801;0.313;0.111;0.243;0.08700000000000001
Lubbock County, Texas;16.6;83.4;27.5;9.5;75.75;21080.89143;58.4;7.1;0.35000000000000003;1.7000000000000002;1.2;31.25;26.35;7.8;270908;39.4;18.95;0.48;21.8;31.65;19.2;28.6;0.9500000000000001;8.85;10.75;30.3;-101.8199438;33.6114688;0.28200000000000003;0.083;0.234;0.055
Mercer County, North Dakota;15.0;85.0;16.7;2.7;78.25;33328.861585;94.95;0.4;2.55;0.4;0.8;0.9;6.65;11.4;8189;39.5;6.5;0.40900000000000003;10.1;26.0;13.05;19.8;1.15;23.3;16.65;45.7;-101.820765;47.3032788;0.298;0.089;0.095;0.051000000000000004
Codington County, South Dakota;11.5;88.5;22.7;4.7;76.25;24993.370795;94.85;0.4;2.6;0.30000000000000004;0.8;1.05;14.7;17.5;26678;33.3;13.2;0.45;15.1;31.75;14.35;26.85;2.45;8.7;15.95;38.0;-97.1988429;44.9663237;0.297;0.078;0.13;0.038
Franklin County, Idaho;8.3;91.7;18.5;6.1;75.45;21745.679685;91.55;0.1;0.45;0.15;0.75;6.95;25.65;7.15;12529;22.5;14.0;0.394;21.05;25.3;13.95;22.1;5.35;15.2;18.15;31.5;-111.8229553;42.1735886;0.28200000000000003;0.091;0.20500000000000002;0.045
Northampton County, North Carolina;30.9;69.1;12.0;4.5;75.65;22517.620315;39.4;57.85;0.25;0.1;1.1;1.25;42.9;16.9;21355;38.1;22.6;0.445;35.1;23.85;24.25;22.75;1.4;9.45;18.25;44.5;-77.3983518;36.4217739;0.307;0.14200000000000002;0.17300000000000001;0.11
Carver County, Minnesota;5.2;94.8;42.7;12.4;82.4;39585.274285;90.9;1.15;0.15;2.6;1.4;3.85;4.2;8.4;89625;59.5;4.8;0.4;5.85;41.6;13.45;26.5;0.4;7.65;10.35;35.9;-93.8005751;44.8213808;0.247;0.067;0.065;0.052000000000000005
Polk County, Georgia;28.4;71.6;11.4;4.8;68.45;24613.23619;74.15;12.55;0.15;0.6000000000000001;1.15;11.45;28.05;10.1;41444;50.2;18.05;0.433;25.75;21.5;15.35;23.05;0.7000000000000001;15.6;23.75;36.5;-85.1868259;33.9959611;0.264;0.135;0.24;0.089
Livingston County, Michigan;6.4;93.6;31.2;10.1;83.2;36300.309205;95.2;0.5;0.35000000000000003;0.9;1.3;1.8;8.8;7.25;181524;53.9;6.15;0.387;7.35;38.4;14.4;25.25;0.15;9.6;12.2;39.9;-83.9117183;42.6025316;0.266;0.084;0.10200000000000001;0.08600000000000001
Wheeler County, Georgia;30.3;69.7;8.6;2.8;65.5;24491.153015;59.55;36.95;0.1;0.1;0.4;2.95;33.7;42.8;7120;83.3;24.65;0.395;30.65;25.4;13.6;17.5;4.4;21.5;17.65;36.2;-82.7387013;32.109276;0.316;0.10300000000000001;0.231;0.10200000000000001
Worth County, Georgia;26.4;73.6;9.4;3.6;74.25;22961.57143;68.7;28.3;0.15;0.25;1.1;1.45;40.6;16.1;21515;45.3;21.1;0.426;30.0;24.6;18.1;22.45;2.85;14.8;17.25;39.2;-83.8499598;31.5517733;0.316;0.122;0.231;0.088
Bremer County, Iowa;6.4;93.6;26.5;7.5;83.65;29465.88984;96.9;0.5;0.05;0.7000000000000001;0.9;0.9;7.4;7.2;23890;39.5;8.05;0.402;6.85;35.85;15.3;23.75;1.1;8.4;15.6;38.8;-92.3275863;42.7808902;0.281;0.091;0.076;0.039
Garvin County, Oklahoma;19.5;80.5;15.4;4.4;76.15;25046.29651;80.1;2.75;7.6;0.25;3.75;5.55;27.75;14.85;27301;37.2;16.35;0.457;22.8;24.65;16.95;24.1;1.6;13.55;19.15;39.6;-97.3127231;34.7093497;0.322;0.11800000000000001;0.232;0.04
McCurtain County, Oklahoma;21.1;78.9;12.3;4.6;74.55;20948.483175;67.2;8.65;14.6;0.25;4.8;4.55;47.05;16.1;33301;48.8;27.5;0.464;39.8;26.45;19.7;20.4;2.85;12.05;18.4;38.2;-94.7660863;34.1170728;0.357;0.121;0.25;0.088
Douglas County, Minnesota;8.8;91.2;21.4;6.9;73.6;26045.636825;97.3;0.25;0.4;0.45;0.7000000000000001;0.9;14.55;8.75;35931;40.4;11.0;0.419;11.4;32.4;17.9;25.0;1.1;9.65;13.95;42.9;-95.4606101;45.9364288;0.269;0.083;0.097;0.048
Rio Grande County, Colorado;16.1;83.9;19.2;6.9;76.75;16318.481585;57.35;0.2;0.6000000000000001;0.5;1.1;40.25;36.8;17.2;11862;65.7;17.35;0.431;27.95;29.35;13.85;27.05;6.15;11.5;12.1;39.9;-106.4532135;37.4857631;0.227;0.073;0.219;0.094
Columbia County, Georgia;10.1;89.9;33.8;12.7;80.6;35440.730795;75.15;14.55;0.25;3.6;2.4;4.15;8.1;6.25;116034;48.4;6.85;0.41100000000000003;7.2;41.6;14.05;25.6;0.1;9.05;9.7;36.8;-82.2513423;33.5505555;0.264;0.098;0.154;0.068
Van Buren County, Tennessee;25.3;74.7;9.0;4.8;69.4;22006.62381;97.9;0.5;0.2;0.05;0.85;0.5;27.2;21.45;5485;38.5;22.35;0.49;32.15;20.95;20.15;19.2;4.95;11.4;23.4;43.2;-85.4584114;35.6992446;0.335;0.122;0.188;0.116
Anderson County, Texas;25.2;74.8;11.3;2.9;66.8;26140.45524;61.55;21.45;0.30000000000000004;0.6000000000000001;1.15;14.95;24.15;14.9;57516;35.9;16.65;0.465;22.8;23.6;24.15;24.5;0.8;13.2;13.75;38.5;-95.6617444;31.841266;0.34;0.115;0.264;0.077
Pearl River County, Mississippi;19.6;80.4;14.6;4.5;71.65;25983.48349;82.85;12.5;0.5;0.45;1.2;2.45;32.2;11.5;55973;46.3;20.85;0.46;27.7;29.35;13.4;23.6;0.55;17.25;15.8;38.4;-89.5868315;30.7737908;0.33;0.14;0.228;0.094
Carroll County, Indiana;11.4;88.6;14.9;3.6;74.7;28562.90889;95.0;0.30000000000000004;0.15;0.1;0.7000000000000001;3.8;11.9;9.1;20009;43.7;9.7;0.397;11.7;28.45;15.65;19.65;2.4;12.05;21.8;39.8;-86.5651412;40.5849801;0.336;0.105;0.162;0.075
Randolph County, Indiana;15.3;84.7;10.4;4.4;76.9;24557.406985;95.55;0.30000000000000004;0.2;0.15;1.3;2.5;23.85;9.0;26042;22.2;12.75;0.383;18.7;26.05;15.45;18.7;1.35;10.45;27.9;40.2;-85.005004;40.1644141;0.34800000000000003;0.13;0.176;0.097
Hillsborough County, Florida;14.2;85.8;28.8;9.7;76.4;30118.97524;55.5;15.55;0.2;3.2;1.9500000000000002;23.6;21.55;9.9;1198171;48.1;13.85;0.467;19.45;35.55;16.35;29.4;0.9;8.75;9.0;35.8;-82.3495681;27.9065898;0.268;0.105;0.233;0.085
Lincoln County, Oklahoma;14.7;85.3;13.7;3.7;73.5;25983.58127;84.45;2.2;6.15;0.35000000000000003;4.45;2.35;23.0;11.0;33204;24.9;15.2;0.43;21.95;26.25;17.2;23.85;1.45;15.5;15.8;39.4;-96.8813917;35.7031175;0.319;0.11900000000000001;0.224;0.051000000000000004
Hickman County, Kentucky;24.2;75.8;16.5;6.5;79.65;22720.873015;87.25;9.45;0.1;0.2;1.9500000000000002;1.1;25.85;15.1;4912;60.6;14.8;0.45;17.4;31.55;16.6;19.25;2.2;7.9;22.5;43.7;-88.9720197;36.675916;0.329;0.139;0.179;0.089
Butler County, Missouri;23.8;76.2;14.1;5.7;74.85;23920.141585;90.25;5.05;0.4;0.65;2.15;1.55;40.05;15.2;42043;44.2;21.0;0.453;31.15;28.8;18.55;23.15;0.9;8.5;20.05;40.4;-90.40313;36.7151802;0.329;0.107;0.179;0.073
Davidson County, North Carolina;20.9;79.1;16.3;4.5;74.8;27370.242855;82.35;9.0;0.4;1.2;1.1;6.05;25.55;11.05;159455;38.8;14.3;0.423;21.8;26.8;14.15;25.65;0.30000000000000004;11.45;21.6;39.5;-80.2065247;35.7951225;0.29;0.112;0.188;0.10200000000000001
Wyoming County, New York;14.5;85.5;14.8;5.5;72.6;27058.818415;89.95;5.6;0.2;0.30000000000000004;0.8;3.15;20.75;4.95;41987;52.3;10.7;0.387;15.3;29.15;17.35;22.25;2.3;13.15;15.85;40.1;-78.2285667;42.7013627;0.296;0.08600000000000001;0.113;0.08700000000000001
Rhea County, Tennessee;25.7;74.3;11.2;3.2;74.0;22195.475555;92.35;1.9500000000000002;0.30000000000000004;0.35000000000000003;1.65;3.35;29.55;12.1;31221;39.1;19.5;0.421;27.1;22.2;14.0;22.05;1.1;15.8;24.8;40.0;-84.9495522;35.600587;0.372;0.122;0.17500000000000002;0.105
Osage County, Kansas;8.9;91.1;19.4;4.9;78.9;27141.013015;95.35;0.45;0.6000000000000001;0.2;1.45;1.9500000000000002;17.05;8.05;16340;43.8;11.35;0.393;16.1;29.8;16.5;21.85;1.05;13.65;17.15;42.2;-95.7272747;38.6497056;0.36;0.11900000000000001;0.124;0.07100000000000001
Grant County, New Mexico;14.7;85.3;24.1;10.3;74.35;20709.527935;48.65;0.5;0.9500000000000001;0.45;1.25;48.15;39.4;5.15;29618;38.9;14.9;0.423;24.2;33.2;19.15;22.6;2.15;13.35;9.5;45.4;-108.3815043;32.732087;0.23700000000000002;0.078;0.20500000000000002;0.069
Lee County, Illinois;14.3;85.7;15.0;4.4;75.4;27535.207935;89.05;4.0;0.15;0.6000000000000001;1.5;4.6;15.7;6.75;35512;40.5;9.4;0.419;11.1;27.55;18.1;21.25;0.6000000000000001;9.9;22.6;40.8;-89.2993505;41.7474419;0.265;0.10200000000000001;0.115;0.093
Charles County, Maryland;9.6;90.4;26.1;9.8;78.2;46198.500315;51.05;38.6;0.6000000000000001;2.75;2.95;4.0;8.7;4.95;143366;43.6;5.3;0.359;7.0;40.9;14.55;25.6;0.1;11.0;7.9;36.6;-77.0154272;38.4728532;0.336;0.1;0.089;0.06
Clear Creek County, Colorado;3.1;96.9;41.6;13.3;76.2;34729.55016;91.5;0.30000000000000004;0.7000000000000001;0.5;1.85;5.15;7.45;4.35;8987;55.6;7.1;0.426;9.1;37.05;17.1;25.85;0.30000000000000004;11.15;8.6;44.7;-105.6707908;39.6894025;0.166;0.055;0.132;0.074
Dougherty County, Georgia;19.3;80.7;19.6;7.8;75.5;21450.21746;30.95;65.1;0.2;0.9;1.0;1.85;43.75;15.65;94947;54.7;27.05;0.501;39.5;29.15;20.4;24.9;1.6;8.2;15.8;32.9;-84.2144444;31.5350683;0.381;0.125;0.211;0.106
Antrim County, Michigan;10.5;89.5;23.3;9.4;74.8;22293.344445;95.45;0.25;0.75;0.2;1.65;1.65;27.0;5.0;23834;51.1;14.95;0.441;25.0;27.3;20.45;22.3;1.75;10.45;17.75;46.3;-85.1756245;45.0054565;0.312;0.1;0.162;0.10300000000000001
Tom Green County, Texas;18.8;81.2;21.6;6.0;69.95;22356.23111;58.55;3.65;0.45;0.9500000000000001;1.45;35.0;26.3;10.3;108433;41.7;16.55;0.445;24.05;28.95;20.3;27.5;0.85;11.65;10.8;34.3;-100.4613549;31.4015829;0.28300000000000003;0.099;0.254;0.053
Jefferson County, Wisconsin;10.9;89.1;22.7;7.3;79.0;27253.76381;91.4;0.6000000000000001;0.25;0.6000000000000001;1.1;6.15;12.25;6.9;81777;49.9;8.45;0.388;10.3;28.3;17.3;23.95;0.9500000000000001;9.2;20.35;37.9;-88.7739855;43.0138065;0.327;0.08600000000000001;0.095;0.073
Fallon County, Montana;11.9;88.1;15.7;3.8;70.5;25972.42476;97.25;0.05;0.15;0.75;0.75;1.05;19.4;3.3;2773;25.0;7.6;0.404;14.7;31.75;16.1;17.45;6.1;12.05;16.5;43.5;-104.4057182;46.3181841;0.245;0.079;0.187;0.019
Pamlico County, North Carolina;17.3;82.7;17.5;6.9;72.8;24435.821585;74.4;21.25;0.4;0.30000000000000004;1.4;2.25;22.05;11.0;12807;49.1;12.25;0.433;19.95;28.7;15.6;22.55;1.75;15.65;15.7;47.6;-76.6650693;35.1474623;0.302;0.134;0.187;0.097
Adams County, Pennsylvania;15.3;84.7;18.5;7.3;79.3;28378.73619;90.7;1.5;0.1;0.7000000000000001;1.15;5.8;15.6;7.05;101209;46.1;7.3;0.388;10.4;27.7;16.8;23.0;1.15;11.1;20.35;40.2;-77.2177296;39.8694707;0.28300000000000003;0.115;0.125;0.066
Walworth County, South Dakota;17.1;82.9;21.3;4.7;78.3;21870.126665;82.55;0.05;13.7;0.25;2.6;0.75;36.0;14.15;5375;76.0;14.2;0.488;19.6;39.95;19.6;18.3;4.8;8.95;8.4;47.5;-100.0278563;45.4276046;0.326;0.11900000000000001;0.157;0.057
Greene County, Iowa;11.6;88.4;17.5;3.8;76.85;24936.035875;96.55;0.15;0.15;0.2;0.9;2.05;5.7;8.35;9412;64.1;8.05;0.402;9.45;31.65;14.25;24.85;2.7;8.65;17.85;44.9;-94.3887028;42.042494;0.295;0.09;0.10200000000000001;0.052000000000000005
Ogle County, Illinois;12.6;87.4;17.8;6.2;80.75;28475.039365;88.75;0.85;0.1;0.5;1.15;8.7;15.55;5.7;54169;53.8;8.55;0.376;11.75;26.8;15.95;24.95;0.75;9.95;21.65;40.0;-89.3201764;42.041884;0.276;0.098;0.12;0.108
Torrance County, New Mexico;22.8;77.2;14.0;4.1;73.95;20567.20476;55.75;0.7000000000000001;2.65;0.6000000000000001;1.6;38.7;22.95;14.1;16474;26.0;19.4;0.428;29.65;26.55;22.4;21.85;1.1;14.7;13.3;40.7;-105.8468361;34.6346444;0.259;0.089;0.263;0.082
Summit County, Colorado;5.4;94.6;49.9;15.2;61.55;31847.404445;82.65;0.65;0.1;1.3;1.25;14.05;1.5;0.8;27120;51.8;6.25;0.394;2.7;33.55;21.6;22.2;0.4;15.85;6.4;36.2;-106.1375545;39.6210227;0.145;0.039;0.211;0.07200000000000001
Leflore County, Mississippi;31.2;68.8;16.6;5.8;81.75;17851.440635;25.3;72.15;0.1;0.4;0.45;1.55;55.3;26.0;33675;77.0;40.65;0.527;57.45;25.3;20.6;23.5;2.2;6.55;21.8;32.4;-90.2949343;33.5497896;0.406;0.147;0.228;0.126
Hansford County, Texas;24.0;76.0;20.2;5.2;75.75;25552.517145;55.4;0.4;0.15;0.25;0.9;42.95;28.1;7.0;5429;25.1;14.55;0.389;22.6;30.35;10.75;22.8;7.3;13.55;15.3;36.4;-101.3569304;36.2728469;0.28400000000000003;0.1;0.302;0.039
Schuyler County, Illinois;10.8;89.2;17.7;5.6;79.65;25490.396825;95.65;1.7000000000000002;0.1;0.8;0.45;1.3;25.0;12.75;7230;74.4;13.45;0.367;17.65;23.9;19.1;20.65;1.7000000000000002;13.95;20.7;42.6;-90.6134641;40.1569048;0.291;0.096;0.152;0.07
Monroe County, Wisconsin;12.3;87.7;16.4;4.7;69.55;27965.390795;93.1;0.9;1.05;0.65;0.9500000000000001;3.35;22.4;8.35;43844;32.6;13.3;0.404;20.9;27.9;18.05;20.95;2.1;9.55;21.45;38.3;-90.6199687;43.9451751;0.289;0.08600000000000001;0.114;0.067
Butte County, California;14.3;85.7;24.1;8.1;80.6;21467.398415;76.05;1.45;1.2;4.05;3.8;13.45;23.5;5.85;218958;51.9;18.35;0.449;21.95;32.95;20.85;25.4;1.45;9.35;9.95;37.2;-121.60191879999999;39.6659588;0.243;0.081;0.198;0.122
Larimer County, Colorado;6.3;93.7;42.5;16.6;79.4;26561.07619;84.9;0.75;0.35000000000000003;1.85;2.0;10.25;13.65;6.5;293304;55.2;13.5;0.45;12.25;41.3;17.3;23.05;0.65;8.7;8.95;35.0;-105.4821309;40.6630912;0.193;0.05;0.15;0.064
Kiowa County, Kansas;10.3;89.7;20.9;7.8;84.65;18945.230795;93.85;0.25;0.6000000000000001;0.30000000000000004;1.05;3.95;28.4;4.25;2599;42.9;8.55;0.41000000000000003;13.05;36.1;16.55;17.4;6.95;10.35;12.65;41.0;-99.2865389;37.5612311;0.293;0.096;0.165;0.034
Catawba County, North Carolina;18.6;81.4;19.4;5.7;75.75;26354.27651;78.4;8.05;0.15;3.15;1.6;8.55;18.95;9.5;154757;38.7;12.35;0.442;17.35;29.4;14.95;24.1;0.05;8.85;22.7;38.9;-81.2141513;35.6631822;0.28400000000000003;0.101;0.195;0.11
Solano County, California;14.2;85.8;24.0;7.3;76.6;35535.11524;42.45;14.15;0.5;14.0;5.9;23.0;15.45;7.15;409902;43.1;10.15;0.404;13.7;32.65;18.3;26.85;0.7000000000000001;10.7;10.85;36.5;-121.939594;38.2672255;0.271;0.10400000000000001;0.14300000000000002;0.101
Johnson County, Iowa;5.0;95.0;50.8;23.1;82.25;22929.76889;85.0;4.15;0.2;4.95;1.75;3.95;12.55;5.1;128346;49.8;18.6;0.47300000000000003;11.6;44.35;17.8;23.8;0.45;5.85;7.75;28.8;-91.5888122;41.6687365;0.24;0.054;0.099;0.038
Clay County, Illinois;13.8;86.2;13.8;5.4;73.0;25177.288255;97.1;0.30000000000000004;0.1;0.7000000000000001;0.75;1.05;33.15;15.2;13772;62.9;15.55;0.436;19.5;27.5;15.1;20.65;0.85;9.85;26.0;41.6;-88.4837894;38.7473124;0.296;0.101;0.129;0.106
Haskell County, Kansas;22.8;77.2;14.8;3.3;73.3;26938.236825;71.7;0.4;0.2;0.5;0.75;26.45;19.35;5.85;4149;27.3;13.15;0.40900000000000003;21.25;28.45;13.3;21.45;12.2;9.35;15.15;33.2;-100.8768686;37.5585504;0.333;0.098;0.194;0.035
Fayette County, Kentucky;11.7;88.3;39.1;16.4;77.05;26208.018415;74.35;13.85;0.2;3.15;2.0;6.4;24.55;8.9;291670;46.1;17.2;0.481;20.9;40.9;16.3;26.4;1.25;6.2;8.85;33.5;-84.4584429;38.0401572;0.289;0.095;0.181;0.063
Grand Isle County, Vermont;7.9;92.1;28.6;10.3;79.55;30421.661905;95.8;0.25;0.7000000000000001;0.2;2.15;0.85;10.1;3.2;7272;54.2;6.55;0.393;10.1;34.7;16.5;26.85;0.55;12.45;8.9;44.5;-73.3007577;44.8017876;0.277;0.07200000000000001;0.088;0.059000000000000004
Northampton County, Virginia;22.0;78.0;18.8;7.0;65.0;24004.030795;54.4;36.5;0.1;0.8;1.6;6.6;30.85;22.5;12905;29.0;18.75;0.506;24.0;31.45;19.6;21.8;6.3;10.9;10.05;46.3;-75.9238683;37.3026286;0.298;0.151;0.215;0.088
Winchester city, Virginia;20.3;79.7;29.7;12.9;67.2;25532.349205;71.25;10.65;0.1;2.1;2.25;13.5;30.1;4.4;26090;32.0;15.8;0.462;24.5;33.35;18.3;20.85;8.2;8.5;10.8;37.0;-78.1763562;39.1738688;0.297;0.1;0.20400000000000001;0.068
Houghton County, Michigan;10.1;89.9;26.9;10.5;80.85;13994.380315;93.9;0.9;0.7000000000000001;2.3;1.1;1.05;20.85;11.2;35921;29.2;22.45;0.459;21.5;33.15;23.95;22.55;1.3;9.35;9.75;33.1;-88.6520662;46.9983053;0.267;0.093;0.154;0.088
Rio Blanco County, Colorado;8.2;91.8;22.7;5.0;65.15;31720.51365;87.7;0.35000000000000003;0.35000000000000003;0.15;2.55;8.85;10.55;5.25;6424;15.2;4.9;0.379;5.5;34.1;12.7;17.2;3.0;18.55;14.4;37.6;-108.2006849;39.9726062;0.211;0.061;0.183;0.06
Clay County, Alabama;28.6;71.4;9.5;3.1;73.95;27404.52222;80.35;14.55;0.35000000000000003;0.1;1.9500000000000002;2.8;28.85;16.0;13850;55.3;18.25;0.421;21.4;23.0;11.95;17.65;3.15;15.9;28.35;41.3;-85.862051;33.2678085;0.353;0.147;0.192;0.093
